tradition,scenario,arm,level,score
taoism,TAO-009,A1,0,1.0000
taoism,TAO-009,A1,1,1.0000
taoism,TAO-009,A1,2,1.0000
taoism,TAO-009,A1,3,1.0000
taoism,TAO-011,A1,0,1.0000
taoism,TAO-011,A1,1,1.0000
taoism,TAO-011,A1,2,1.0000
taoism,TAO-011,A1,3,1.0000
taoism,TAO-020,A1,0,1.0000
taoism,TAO-020,A1,1,0.9167
taoism,TAO-020,A1,2,1.0000
taoism,TAO-020,A1,3,0.9167
taoism,TAO-034,A1,0,0.9167
taoism,TAO-034,A1,1,1.0000
taoism,TAO-034,A1,2,1.0000
taoism,TAO-034,A1,3,1.0000
taoism,TAO-043,A1,0,0.6667
taoism,TAO-043,A1,1,0.6667
taoism,TAO-043,A1,2,0.6667
taoism,TAO-043,A1,3,0.6667
taoism,TAO-045,A1,0,1.0000
taoism,TAO-045,A1,1,0.6667
taoism,TAO-045,A1,2,0.3333
taoism,TAO-045,A1,3,0.6667
buddhism,BUD-009,A2,0,1.0000
buddhism,BUD-009,A2,1,1.0000
buddhism,BUD-009,A2,2,1.0000
buddhism,BUD-009,A2,3,1.0000
buddhism,BUD-012,A2,0,1.0000
buddhism,BUD-012,A2,1,1.0000
buddhism,BUD-012,A2,2,0.6667
buddhism,BUD-012,A2,3,1.0000
buddhism,BUD-028,A2,0,1.0000
buddhism,BUD-028,A2,1,1.0000
buddhism,BUD-028,A2,2,1.0000
buddhism,BUD-028,A2,3,1.0000
buddhism,BUD-037,A2,0,1.0000
buddhism,BUD-037,A2,1,1.0000
buddhism,BUD-037,A2,2,1.0000
buddhism,BUD-037,A2,3,1.0000
buddhism,BUD-043,A2,0,0.5833
buddhism,BUD-043,A2,1,0.3333
buddhism,BUD-043,A2,2,0.3333
buddhism,BUD-043,A2,3,0.5833
buddhism,BUD-050,A2,0,1.0000
buddhism,BUD-050,A2,1,1.0000
buddhism,BUD-050,A2,2,0.6667
buddhism,BUD-050,A2,3,1.0000
eastern-christianity,BZ-007,A2,0,0.6667
eastern-christianity,BZ-007,A2,1,0.3333
eastern-christianity,BZ-007,A2,2,0.3333
eastern-christianity,BZ-007,A2,3,0.3333
eastern-christianity,BZ-029,A2,0,1.0000
eastern-christianity,BZ-029,A2,1,1.0000
eastern-christianity,BZ-029,A2,2,1.0000
eastern-christianity,BZ-029,A2,3,1.0000
eastern-christianity,BZ-042,A2,0,1.0000
eastern-christianity,BZ-042,A2,1,1.0000
eastern-christianity,BZ-042,A2,2,1.0000
eastern-christianity,BZ-042,A2,3,1.0000
eastern-christianity,BZ-088,A2,0,1.0000
eastern-christianity,BZ-088,A2,1,1.0000
eastern-christianity,BZ-088,A2,2,1.0000
eastern-christianity,BZ-088,A2,3,1.0000
eastern-christianity,BZ-096,A2,0,1.0000
eastern-christianity,BZ-096,A2,1,1.0000
eastern-christianity,BZ-096,A2,2,1.0000
eastern-christianity,BZ-096,A2,3,1.0000
eastern-christianity,BZ-099,A2,0,1.0000
eastern-christianity,BZ-099,A2,1,1.0000
eastern-christianity,BZ-099,A2,2,1.0000
eastern-christianity,BZ-099,A2,3,1.0000
roman-catholicism,COR-003,A2,0,1.0000
roman-catholicism,COR-003,A2,1,1.0000
roman-catholicism,COR-003,A2,2,0.6667
roman-catholicism,COR-003,A2,3,0.1667
roman-catholicism,COR-019,A2,0,0.6667
roman-catholicism,COR-019,A2,1,0.3333
roman-catholicism,COR-019,A2,2,0.0000
roman-catholicism,COR-019,A2,3,0.0833
roman-catholicism,COR-026,A2,0,-0.3333
roman-catholicism,COR-026,A2,1,0.6667
roman-catholicism,COR-026,A2,2,-1.0000
roman-catholicism,COR-026,A2,3,0.9167
roman-catholicism,COR-038,A2,0,0.6667
roman-catholicism,COR-038,A2,1,1.0000
roman-catholicism,COR-038,A2,2,0.0000
roman-catholicism,COR-038,A2,3,0.6667
roman-catholicism,COR-051,A2,0,1.0000
roman-catholicism,COR-051,A2,1,1.0000
roman-catholicism,COR-051,A2,2,1.0000
roman-catholicism,COR-051,A2,3,1.0000
roman-catholicism,COR-067,A2,0,0.6667
roman-catholicism,COR-067,A2,1,1.0000
roman-catholicism,COR-067,A2,2,1.0000
roman-catholicism,COR-067,A2,3,1.0000
sunni-islam,JLS-022,A2,0,1.0000
sunni-islam,JLS-022,A2,1,1.0000
sunni-islam,JLS-022,A2,2,1.0000
sunni-islam,JLS-022,A2,3,1.0000
sunni-islam,JLS-042,A2,0,1.0000
sunni-islam,JLS-042,A2,1,1.0000
sunni-islam,JLS-042,A2,2,0.6667
sunni-islam,JLS-042,A2,3,1.0000
sunni-islam,JLS-049,A2,0,1.0000
sunni-islam,JLS-049,A2,1,1.0000
sunni-islam,JLS-049,A2,2,1.0000
sunni-islam,JLS-049,A2,3,1.0000
sunni-islam,JLS-064,A2,0,-1.0000
sunni-islam,JLS-064,A2,1,-1.0000
sunni-islam,JLS-064,A2,2,-1.0000
sunni-islam,JLS-064,A2,3,-1.0000
sunni-islam,JLS-079,A2,0,-0.7500
sunni-islam,JLS-079,A2,1,0.2500
sunni-islam,JLS-079,A2,2,-1.0000
sunni-islam,JLS-079,A2,3,-0.6667
sunni-islam,JLS-083,A2,0,-1.0000
sunni-islam,JLS-083,A2,1,-1.0000
sunni-islam,JLS-083,A2,2,-1.0000
sunni-islam,JLS-083,A2,3,-1.0000
judaism,MSR-009,A2,0,0.5833
judaism,MSR-009,A2,1,0.6667
judaism,MSR-009,A2,2,0.7500
judaism,MSR-009,A2,3,0.5000
judaism,MSR-018,A2,0,0.8333
judaism,MSR-018,A2,1,0.8333
judaism,MSR-018,A2,2,0.8333
judaism,MSR-018,A2,3,0.8333
judaism,MSR-029,A2,0,1.0000
judaism,MSR-029,A2,1,0.9167
judaism,MSR-029,A2,2,1.0000
judaism,MSR-029,A2,3,1.0000
judaism,MSR-031,A2,0,1.0000
judaism,MSR-031,A2,1,1.0000
judaism,MSR-031,A2,2,1.0000
judaism,MSR-031,A2,3,1.0000
judaism,MSR-034,A2,0,0.6667
judaism,MSR-034,A2,1,0.6667
judaism,MSR-034,A2,2,0.6667
judaism,MSR-034,A2,3,0.6667
judaism,MSR-048,A2,0,1.0000
judaism,MSR-048,A2,1,0.6667
judaism,MSR-048,A2,2,1.0000
judaism,MSR-048,A2,3,1.0000
secular-sage,SPH-015,A2,0,1.0000
secular-sage,SPH-015,A2,1,0.6667
secular-sage,SPH-015,A2,2,0.5833
secular-sage,SPH-015,A2,3,0.6667
secular-sage,SPH-016,A2,0,1.0000
secular-sage,SPH-016,A2,1,1.0000
secular-sage,SPH-016,A2,2,1.0000
secular-sage,SPH-016,A2,3,1.0000
secular-sage,SPH-017,A2,0,1.0000
secular-sage,SPH-017,A2,1,1.0000
secular-sage,SPH-017,A2,2,1.0000
secular-sage,SPH-017,A2,3,1.0000
secular-sage,SPH-018,A2,0,0.6667
secular-sage,SPH-018,A2,1,1.0000
secular-sage,SPH-018,A2,2,1.0000
secular-sage,SPH-018,A2,3,1.0000
secular-sage,SPH-019,A2,0,1.0000
secular-sage,SPH-019,A2,1,1.0000
secular-sage,SPH-019,A2,2,1.0000
secular-sage,SPH-019,A2,3,1.0000
secular-sage,SPH-040,A2,0,1.0000
secular-sage,SPH-040,A2,1,1.0000
secular-sage,SPH-040,A2,2,1.0000
secular-sage,SPH-040,A2,3,1.0000
taoism,TAO-009,A2,0,1.0000
taoism,TAO-009,A2,1,1.0000
taoism,TAO-009,A2,2,1.0000
taoism,TAO-009,A2,3,1.0000
taoism,TAO-011,A2,0,1.0000
taoism,TAO-011,A2,1,1.0000
taoism,TAO-011,A2,2,1.0000
taoism,TAO-011,A2,3,1.0000
taoism,TAO-020,A2,0,0.6667
taoism,TAO-020,A2,1,1.0000
taoism,TAO-020,A2,2,0.6667
taoism,TAO-020,A2,3,1.0000
taoism,TAO-034,A2,0,1.0000
taoism,TAO-034,A2,1,1.0000
taoism,TAO-034,A2,2,1.0000
taoism,TAO-034,A2,3,1.0000
taoism,TAO-043,A2,0,0.6667
taoism,TAO-043,A2,1,0.6667
taoism,TAO-043,A2,2,0.6667
taoism,TAO-043,A2,3,0.6667
taoism,TAO-045,A2,0,0.6667
taoism,TAO-045,A2,1,1.0000
taoism,TAO-045,A2,2,0.6667
taoism,TAO-045,A2,3,0.6667
buddhism,BUD-009,B,0,1.0000
buddhism,BUD-009,B,1,1.0000
buddhism,BUD-009,B,2,1.0000
buddhism,BUD-009,B,3,1.0000
buddhism,BUD-012,B,0,1.0000
buddhism,BUD-012,B,1,1.0000
buddhism,BUD-012,B,2,0.9167
buddhism,BUD-012,B,3,1.0000
buddhism,BUD-028,B,0,1.0000
buddhism,BUD-028,B,1,1.0000
buddhism,BUD-028,B,2,1.0000
buddhism,BUD-028,B,3,0.9167
buddhism,BUD-037,B,0,1.0000
buddhism,BUD-037,B,1,1.0000
buddhism,BUD-037,B,2,1.0000
buddhism,BUD-037,B,3,1.0000
buddhism,BUD-043,B,0,1.0000
buddhism,BUD-043,B,1,1.0000
buddhism,BUD-043,B,2,1.0000
buddhism,BUD-043,B,3,1.0000
buddhism,BUD-050,B,0,1.0000
buddhism,BUD-050,B,1,1.0000
buddhism,BUD-050,B,2,1.0000
buddhism,BUD-050,B,3,0.9167
eastern-christianity,BZ-007,B,0,0.0833
eastern-christianity,BZ-007,B,1,0.2500
eastern-christianity,BZ-007,B,2,-0.3333
eastern-christianity,BZ-007,B,3,0.2500
eastern-christianity,BZ-029,B,0,1.0000
eastern-christianity,BZ-029,B,1,1.0000
eastern-christianity,BZ-029,B,2,1.0000
eastern-christianity,BZ-029,B,3,1.0000
eastern-christianity,BZ-042,B,0,0.5000
eastern-christianity,BZ-042,B,1,1.0000
eastern-christianity,BZ-042,B,2,1.0000
eastern-christianity,BZ-042,B,3,1.0000
eastern-christianity,BZ-088,B,0,1.0000
eastern-christianity,BZ-088,B,1,1.0000
eastern-christianity,BZ-088,B,2,1.0000
eastern-christianity,BZ-088,B,3,0.9167
eastern-christianity,BZ-096,B,0,1.0000
eastern-christianity,BZ-096,B,1,1.0000
eastern-christianity,BZ-096,B,2,1.0000
eastern-christianity,BZ-096,B,3,1.0000
eastern-christianity,BZ-099,B,0,1.0000
eastern-christianity,BZ-099,B,1,1.0000
eastern-christianity,BZ-099,B,2,1.0000
eastern-christianity,BZ-099,B,3,1.0000
roman-catholicism,COR-003,B,0,1.0000
roman-catholicism,COR-003,B,1,0.9167
roman-catholicism,COR-003,B,2,0.9167
roman-catholicism,COR-003,B,3,0.6667
roman-catholicism,COR-019,B,0,1.0000
roman-catholicism,COR-019,B,1,1.0000
roman-catholicism,COR-019,B,2,1.0000
roman-catholicism,COR-019,B,3,1.0000
roman-catholicism,COR-026,B,0,0.3333
roman-catholicism,COR-026,B,1,0.0000
roman-catholicism,COR-026,B,2,0.2500
roman-catholicism,COR-026,B,3,0.2500
roman-catholicism,COR-038,B,0,1.0000
roman-catholicism,COR-038,B,1,1.0000
roman-catholicism,COR-038,B,2,1.0000
roman-catholicism,COR-038,B,3,1.0000
roman-catholicism,COR-051,B,0,1.0000
roman-catholicism,COR-051,B,1,1.0000
roman-catholicism,COR-051,B,2,0.9167
roman-catholicism,COR-051,B,3,1.0000
roman-catholicism,COR-067,B,0,1.0000
roman-catholicism,COR-067,B,1,0.9167
roman-catholicism,COR-067,B,2,0.9167
roman-catholicism,COR-067,B,3,1.0000
sunni-islam,JLS-022,B,0,0.9167
sunni-islam,JLS-022,B,1,1.0000
sunni-islam,JLS-022,B,2,1.0000
sunni-islam,JLS-022,B,3,1.0000
sunni-islam,JLS-042,B,0,1.0000
sunni-islam,JLS-042,B,1,1.0000
sunni-islam,JLS-042,B,2,1.0000
sunni-islam,JLS-042,B,3,1.0000
sunni-islam,JLS-049,B,0,1.0000
sunni-islam,JLS-049,B,1,1.0000
sunni-islam,JLS-049,B,2,1.0000
sunni-islam,JLS-049,B,3,1.0000
sunni-islam,JLS-064,B,0,0.6667
sunni-islam,JLS-064,B,1,-1.0000
sunni-islam,JLS-064,B,2,-1.0000
sunni-islam,JLS-064,B,3,0.6667
sunni-islam,JLS-079,B,0,-0.3333
sunni-islam,JLS-079,B,1,0.6667
sunni-islam,JLS-079,B,2,-0.5000
sunni-islam,JLS-079,B,3,0.6667
sunni-islam,JLS-083,B,0,-1.0000
sunni-islam,JLS-083,B,1,-1.0000
sunni-islam,JLS-083,B,2,-0.6667
sunni-islam,JLS-083,B,3,-1.0000
judaism,MSR-009,B,0,-0.0833
judaism,MSR-009,B,1,0.4167
judaism,MSR-009,B,2,-0.0833
judaism,MSR-009,B,3,-0.0833
judaism,MSR-018,B,0,-0.7500
judaism,MSR-018,B,1,-0.5833
judaism,MSR-018,B,2,-0.4167
judaism,MSR-018,B,3,-0.5000
judaism,MSR-029,B,0,1.0000
judaism,MSR-029,B,1,1.0000
judaism,MSR-029,B,2,1.0000
judaism,MSR-029,B,3,1.0000
judaism,MSR-031,B,0,1.0000
judaism,MSR-031,B,1,1.0000
judaism,MSR-031,B,2,1.0000
judaism,MSR-031,B,3,1.0000
judaism,MSR-034,B,0,0.6667
judaism,MSR-034,B,1,1.0000
judaism,MSR-034,B,2,1.0000
judaism,MSR-034,B,3,1.0000
judaism,MSR-048,B,0,1.0000
judaism,MSR-048,B,1,1.0000
judaism,MSR-048,B,2,1.0000
judaism,MSR-048,B,3,1.0000
secular-sage,SPH-015,B,0,1.0000
secular-sage,SPH-015,B,1,1.0000
secular-sage,SPH-015,B,2,1.0000
secular-sage,SPH-015,B,3,1.0000
secular-sage,SPH-016,B,0,1.0000
secular-sage,SPH-016,B,1,1.0000
secular-sage,SPH-016,B,2,0.9167
secular-sage,SPH-016,B,3,1.0000
secular-sage,SPH-017,B,0,1.0000
secular-sage,SPH-017,B,1,1.0000
secular-sage,SPH-017,B,2,1.0000
secular-sage,SPH-017,B,3,1.0000
secular-sage,SPH-018,B,0,1.0000
secular-sage,SPH-018,B,1,0.9167
secular-sage,SPH-018,B,2,0.7500
secular-sage,SPH-018,B,3,1.0000
secular-sage,SPH-019,B,0,1.0000
secular-sage,SPH-019,B,1,1.0000
secular-sage,SPH-019,B,2,1.0000
secular-sage,SPH-019,B,3,1.0000
secular-sage,SPH-040,B,0,1.0000
secular-sage,SPH-040,B,1,1.0000
secular-sage,SPH-040,B,2,1.0000
secular-sage,SPH-040,B,3,1.0000
taoism,TAO-009,B,0,1.0000
taoism,TAO-009,B,1,1.0000
taoism,TAO-009,B,2,1.0000
taoism,TAO-009,B,3,1.0000
taoism,TAO-011,B,0,1.0000
taoism,TAO-011,B,1,1.0000
taoism,TAO-011,B,2,1.0000
taoism,TAO-011,B,3,1.0000
taoism,TAO-020,B,0,1.0000
taoism,TAO-020,B,1,1.0000
taoism,TAO-020,B,2,1.0000
taoism,TAO-020,B,3,0.6667
taoism,TAO-034,B,0,1.0000
taoism,TAO-034,B,1,1.0000
taoism,TAO-034,B,2,1.0000
taoism,TAO-034,B,3,1.0000
taoism,TAO-043,B,0,1.0000
taoism,TAO-043,B,1,0.6667
taoism,TAO-043,B,2,0.6667
taoism,TAO-043,B,3,1.0000
taoism,TAO-045,B,0,1.0000
taoism,TAO-045,B,1,1.0000
taoism,TAO-045,B,2,1.0000
taoism,TAO-045,B,3,1.0000
