scenario_id,tradition,exposure,base,sft48,lift48,sft_score,split,lift
BUD-021,buddhism,6,0.1666666666666666,0.25,0.0833333333333333,0.9166666666666666,holdout,0.75
BUD-022,buddhism,6,0.6666666666666666,1.0,0.3333333333333333,1.0,train,0.33333333333333337
BUD-023,buddhism,5,0.0,1.0,1.0,1.0,holdout,1.0
BUD-024,buddhism,6,0.75,0.3333333333333333,-0.4166666666666667,1.0,holdout,0.25
BUD-025,buddhism,6,0.75,1.0,0.25,1.0,train,0.25
BUD-026,buddhism,4,-1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,train,1.3333333333333333
BUD-027,buddhism,6,1.0,1.0,0.0,1.0,holdout,0.0
BUD-028,buddhism,6,-0.9166666666666666,1.0,1.9166666666666667,1.0,holdout,1.9166666666666665
BUD-029,buddhism,6,1.0,1.0,0.0,1.0,holdout,0.0
BUD-030,buddhism,6,0.0833333333333333,0.5833333333333334,0.5,0.5833333333333334,train,0.5000000000000001
BUD-031,buddhism,4,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,train,0.3333333333333333
BUD-032,buddhism,6,0.6666666666666666,0.8333333333333334,0.1666666666666666,0.3333333333333333,holdout,-0.3333333333333333
BUD-033,buddhism,6,0.3333333333333333,1.0,0.6666666666666666,1.0,train,0.6666666666666667
BUD-034,buddhism,5,-0.0833333333333333,0.5833333333333334,0.6666666666666666,0.5833333333333334,holdout,0.6666666666666666
BUD-035,buddhism,6,0.3333333333333333,1.0,0.6666666666666666,1.0,train,0.6666666666666667
BUD-036,buddhism,4,-1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,holdout,1.6666666666666665
BUD-037,buddhism,6,1.0,1.0,0.0,1.0,train,0.0
BUD-038,buddhism,6,1.0,1.0,0.0,1.0,train,0.0
BUD-039,buddhism,6,0.3333333333333333,0.9166666666666666,0.5833333333333334,1.0,holdout,0.6666666666666667
BUD-040,buddhism,6,0.6666666666666666,0.8333333333333334,0.1666666666666666,0.9166666666666666,train,0.25
BUD-041,buddhism,6,-0.25,1.0,1.25,1.0,holdout,1.25
BUD-042,buddhism,6,0.5,1.0,0.5,1.0,train,0.5
BUD-043,buddhism,6,-0.9166666666666666,1.0,1.9166666666666667,0.6666666666666666,holdout,1.5833333333333333
BUD-044,buddhism,1,0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,train,0.5833333333333334
BUD-045,buddhism,6,1.0,1.0,0.0,1.0,train,0.0
BUD-046,buddhism,6,0.25,1.0,0.75,1.0,holdout,0.75
BUD-047,buddhism,6,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,train,0.6666666666666666
BUD-048,buddhism,6,0.0,1.0,1.0,1.0,train,1.0
BUD-049,buddhism,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,train,0.3333333333333333
BUD-050,buddhism,6,-0.3333333333333333,1.0,1.3333333333333333,1.0,holdout,1.3333333333333333
BUD-051,buddhism,5,0.5,0.75,0.25,0.3333333333333333,train,-0.16666666666666669
BUD-052,buddhism,5,-0.0833333333333333,0.6666666666666666,0.75,0.9166666666666666,train,0.9999999999999999
BZ-001,eastern-christianity,6,0.3333333333333333,1.0,0.6666666666666666,1.0,holdout,0.6666666666666667
BZ-002,eastern-christianity,6,-0.8333333333333334,1.0,1.8333333333333333,0.5,train,1.3333333333333335
BZ-003,eastern-christianity,6,-0.5,0.9166666666666666,1.4166666666666667,0.6666666666666666,holdout,1.1666666666666665
BZ-004,eastern-christianity,6,-1.0,-0.75,0.25,-1.0,holdout,0.0
BZ-005,eastern-christianity,3,0.1666666666666666,0.6666666666666666,0.5,1.0,holdout,0.8333333333333334
BZ-006,eastern-christianity,6,-0.0833333333333333,0.75,0.8333333333333334,0.9166666666666666,train,0.9999999999999999
BZ-007,eastern-christianity,6,-1.0,0.0,1.0,0.0,train,1.0
BZ-008,eastern-christianity,6,-0.5,0.9166666666666666,1.4166666666666667,1.0,train,1.5
BZ-009,eastern-christianity,6,-1.0,1.0,2.0,0.75,holdout,1.75
BZ-010,eastern-christianity,6,-1.0,0.5,1.5,0.9166666666666666,train,1.9166666666666665
BZ-011,eastern-christianity,6,-0.3333333333333333,0.5833333333333334,0.9166666666666666,0.9166666666666666,train,1.25
BZ-012,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-013,eastern-christianity,6,-1.0,0.9166666666666666,1.9166666666666667,0.5833333333333334,train,1.5833333333333335
BZ-014,eastern-christianity,6,-1.0,1.0,2.0,0.9166666666666666,holdout,1.9166666666666665
BZ-015,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-016,eastern-christianity,6,1.0,1.0,0.0,1.0,holdout,0.0
BZ-017,eastern-christianity,6,0.3333333333333333,1.0,0.6666666666666666,1.0,holdout,0.6666666666666667
BZ-018,eastern-christianity,6,-0.3333333333333333,0.0833333333333333,0.4166666666666667,0.6666666666666666,holdout,1.0
BZ-019,eastern-christianity,6,0.0,1.0,1.0,1.0,holdout,1.0
BZ-020,eastern-christianity,6,-1.0,1.0,2.0,1.0,holdout,2.0
BZ-021,eastern-christianity,6,-0.25,1.0,1.25,1.0,train,1.25
BZ-022,eastern-christianity,6,0.0,1.0,1.0,0.8333333333333334,train,0.8333333333333334
BZ-023,eastern-christianity,6,0.6666666666666666,0.75,0.0833333333333333,0.9166666666666666,holdout,0.25
BZ-024,eastern-christianity,6,-1.0,0.9166666666666666,1.9166666666666667,0.9166666666666666,train,1.9166666666666665
BZ-025,eastern-christianity,6,-1.0,-0.4166666666666667,0.5833333333333334,-0.4166666666666667,train,0.5833333333333333
BZ-026,eastern-christianity,6,0.1666666666666666,1.0,0.8333333333333334,1.0,holdout,0.8333333333333334
BZ-027,eastern-christianity,6,-1.0,-0.6666666666666666,0.3333333333333333,0.3333333333333333,train,1.3333333333333333
BZ-028,eastern-christianity,6,-0.3333333333333333,0.9166666666666666,1.25,0.4166666666666667,train,0.75
BZ-029,eastern-christianity,6,-0.25,1.0,1.25,0.75,holdout,1.0
BZ-030,eastern-christianity,6,-0.8333333333333334,0.5833333333333334,1.4166666666666667,0.8333333333333334,train,1.6666666666666667
BZ-031,eastern-christianity,6,-1.0,1.0,2.0,0.9166666666666666,train,1.9166666666666665
BZ-032,eastern-christianity,6,-1.0,1.0,2.0,0.5833333333333334,train,1.5833333333333335
BZ-033,eastern-christianity,5,-1.0,0.5,1.5,0.6666666666666666,train,1.6666666666666665
BZ-034,eastern-christianity,6,-0.1666666666666666,0.8333333333333334,1.0,0.9166666666666666,holdout,1.0833333333333333
BZ-035,eastern-christianity,5,-1.0,0.0833333333333333,1.0833333333333333,0.25,holdout,1.25
BZ-036,eastern-christianity,5,-1.0,0.3333333333333333,1.3333333333333333,0.0,train,1.0
BZ-037,eastern-christianity,6,0.0833333333333333,0.9166666666666666,0.8333333333333334,0.9166666666666666,holdout,0.8333333333333334
BZ-038,eastern-christianity,6,-1.0,0.0,1.0,0.75,holdout,1.75
BZ-039,eastern-christianity,6,0.25,0.75,0.5,0.8333333333333334,holdout,0.5833333333333334
BZ-040,eastern-christianity,6,0.0833333333333333,0.9166666666666666,0.8333333333333334,0.75,holdout,0.6666666666666667
BZ-041,eastern-christianity,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,holdout,0.3333333333333333
BZ-042,eastern-christianity,6,-0.1666666666666666,0.75,0.9166666666666666,0.9166666666666666,train,1.0833333333333333
BZ-043,eastern-christianity,6,0.0,1.0,1.0,1.0,holdout,1.0
BZ-044,eastern-christianity,6,-0.5,0.6666666666666666,1.1666666666666667,0.6666666666666666,train,1.1666666666666665
BZ-045,eastern-christianity,6,0.5,1.0,0.5,1.0,train,0.5
BZ-046,eastern-christianity,6,-0.3333333333333333,0.5833333333333334,0.9166666666666666,0.6666666666666666,holdout,1.0
BZ-047,eastern-christianity,6,-1.0,1.0,2.0,1.0,holdout,2.0
BZ-048,eastern-christianity,6,0.0833333333333333,0.8333333333333334,0.75,0.3333333333333333,train,0.25
BZ-049,eastern-christianity,6,-0.3333333333333333,0.4166666666666667,0.75,0.9166666666666666,train,1.25
BZ-050,eastern-christianity,5,-1.0,0.3333333333333333,1.3333333333333333,0.8333333333333334,train,1.8333333333333335
BZ-051,eastern-christianity,6,-0.5,0.4166666666666667,0.9166666666666666,0.3333333333333333,train,0.8333333333333333
BZ-052,eastern-christianity,6,-1.0,0.8333333333333334,1.8333333333333333,1.0,train,2.0
BZ-053,eastern-christianity,6,0.0833333333333333,1.0,0.9166666666666666,1.0,holdout,0.9166666666666667
BZ-054,eastern-christianity,6,-0.5,1.0,1.5,1.0,train,1.5
BZ-055,eastern-christianity,6,-1.0,1.0,2.0,1.0,holdout,2.0
BZ-056,eastern-christianity,6,-0.25,1.0,1.25,1.0,holdout,1.25
BZ-057,eastern-christianity,6,0.25,1.0,0.75,1.0,holdout,0.75
BZ-058,eastern-christianity,6,0.4166666666666667,1.0,0.5833333333333334,1.0,holdout,0.5833333333333333
BZ-059,eastern-christianity,6,0.0,1.0,1.0,1.0,train,1.0
BZ-060,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-061,eastern-christianity,6,0.25,1.0,0.75,1.0,train,0.75
BZ-062,eastern-christianity,6,0.6666666666666666,1.0,0.3333333333333333,1.0,train,0.33333333333333337
BZ-063,eastern-christianity,6,0.3333333333333333,1.0,0.6666666666666666,1.0,train,0.6666666666666667
BZ-064,eastern-christianity,6,0.5,1.0,0.5,0.9166666666666666,holdout,0.41666666666666663
BZ-065,eastern-christianity,6,0.5833333333333334,1.0,0.4166666666666667,1.0,train,0.41666666666666663
BZ-066,eastern-christianity,5,-1.0,1.0,2.0,1.0,train,2.0
BZ-067,eastern-christianity,6,-1.0,1.0,2.0,1.0,holdout,2.0
BZ-068,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-069,eastern-christianity,6,-0.0833333333333333,1.0,1.0833333333333333,1.0,train,1.0833333333333333
BZ-070,eastern-christianity,6,-1.0,1.0,2.0,0.75,train,1.75
BZ-071,eastern-christianity,6,-0.3333333333333333,1.0,1.3333333333333333,1.0,holdout,1.3333333333333333
BZ-072,eastern-christianity,6,1.0,1.0,0.0,1.0,holdout,0.0
BZ-073,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-074,eastern-christianity,6,-0.3333333333333333,1.0,1.3333333333333333,1.0,holdout,1.3333333333333333
BZ-075,eastern-christianity,6,0.3333333333333333,1.0,0.6666666666666666,1.0,holdout,0.6666666666666667
BZ-076,eastern-christianity,6,-0.6666666666666666,0.9166666666666666,1.5833333333333333,0.9166666666666666,train,1.5833333333333333
BZ-077,eastern-christianity,6,0.25,0.9166666666666666,0.6666666666666666,0.9166666666666666,holdout,0.6666666666666666
BZ-078,eastern-christianity,6,-0.4166666666666667,1.0,1.4166666666666667,0.6666666666666666,holdout,1.0833333333333333
BZ-079,eastern-christianity,6,-1.0,0.9166666666666666,1.9166666666666667,0.08333333333333333,train,1.0833333333333333
BZ-080,eastern-christianity,6,0.25,1.0,0.75,1.0,holdout,0.75
BZ-081,eastern-christianity,6,0.5833333333333334,0.4166666666666667,-0.1666666666666666,0.75,train,0.16666666666666663
BZ-082,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-083,eastern-christianity,6,-1.0,0.9166666666666666,1.9166666666666667,0.9166666666666666,holdout,1.9166666666666665
BZ-084,eastern-christianity,6,0.5,0.9166666666666666,0.4166666666666667,1.0,holdout,0.5
BZ-085,eastern-christianity,5,-1.0,0.6666666666666666,1.6666666666666667,0.5,holdout,1.5
BZ-086,eastern-christianity,6,0.5,1.0,0.5,0.9166666666666666,holdout,0.41666666666666663
BZ-087,eastern-christianity,6,0.9166666666666666,1.0,0.0833333333333333,1.0,holdout,0.08333333333333337
BZ-088,eastern-christianity,6,-0.1666666666666666,0.9166666666666666,1.0833333333333333,0.9166666666666666,holdout,1.0833333333333333
BZ-089,eastern-christianity,6,0.5,1.0,0.5,1.0,train,0.5
BZ-090,eastern-christianity,6,0.0,0.6666666666666666,0.6666666666666666,0.5,holdout,0.5
BZ-091,eastern-christianity,6,-0.1666666666666666,1.0,1.1666666666666667,1.0,holdout,1.1666666666666665
BZ-092,eastern-christianity,6,0.6666666666666666,1.0,0.3333333333333333,1.0,holdout,0.33333333333333337
BZ-093,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-094,eastern-christianity,6,0.4166666666666667,1.0,0.5833333333333334,1.0,holdout,0.5833333333333333
BZ-095,eastern-christianity,6,0.25,1.0,0.75,1.0,train,0.75
BZ-096,eastern-christianity,6,0.25,1.0,0.75,1.0,train,0.75
BZ-097,eastern-christianity,6,-1.0,1.0,2.0,1.0,holdout,2.0
BZ-098,eastern-christianity,6,-0.75,0.8333333333333334,1.5833333333333333,0.8333333333333334,holdout,1.5833333333333335
BZ-099,eastern-christianity,6,0.75,1.0,0.25,1.0,train,0.25
BZ-100,eastern-christianity,2,-1.0,0.3333333333333333,1.3333333333333333,0.0,train,1.0
BZ-101,eastern-christianity,6,0.5833333333333334,1.0,0.4166666666666667,1.0,holdout,0.41666666666666663
BZ-102,eastern-christianity,6,-0.5,1.0,1.5,1.0,holdout,1.5
BZ-103,eastern-christianity,6,0.4166666666666667,1.0,0.5833333333333334,1.0,holdout,0.5833333333333333
BZ-104,eastern-christianity,6,0.0833333333333333,1.0,0.9166666666666666,1.0,train,0.9166666666666667
BZ-105,eastern-christianity,6,-1.0,1.0,2.0,1.0,train,2.0
BZ-106,eastern-christianity,6,1.0,1.0,0.0,0.9166666666666666,train,-0.08333333333333337
COR-001,roman-catholicism,6,0.0,0.8333333333333334,0.8333333333333334,0.5833333333333334,train,0.5833333333333334
COR-002,roman-catholicism,5,-1.0,0.3333333333333333,1.3333333333333333,0.0,holdout,1.0
COR-003,roman-catholicism,6,-0.8333333333333334,1.0,1.8333333333333333,0.8333333333333334,train,1.6666666666666667
COR-004,roman-catholicism,5,-0.6666666666666666,0.9166666666666666,1.5833333333333333,1.0,train,1.6666666666666665
COR-005,roman-catholicism,6,-1.0,0.9166666666666666,1.9166666666666667,0.9166666666666666,holdout,1.9166666666666665
COR-006,roman-catholicism,5,-1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,holdout,1.6666666666666665
COR-007,roman-catholicism,2,-1.0,-0.3333333333333333,0.6666666666666666,-0.4166666666666667,holdout,0.5833333333333333
COR-008,roman-catholicism,6,-1.0,1.0,2.0,1.0,holdout,2.0
COR-009,roman-catholicism,4,-0.4166666666666667,0.1666666666666666,0.5833333333333334,0.6666666666666666,holdout,1.0833333333333333
COR-010,roman-catholicism,6,-1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,holdout,1.6666666666666665
COR-011,roman-catholicism,6,0.0833333333333333,1.0,0.9166666666666666,1.0,train,0.9166666666666667
COR-012,roman-catholicism,6,-1.0,0.9166666666666666,1.9166666666666667,0.9166666666666666,holdout,1.9166666666666665
COR-013,roman-catholicism,6,-0.6666666666666666,0.0833333333333333,0.75,0.08333333333333333,holdout,0.75
COR-014,roman-catholicism,6,0.0833333333333333,1.0,0.9166666666666666,0.9166666666666666,holdout,0.8333333333333334
COR-015,roman-catholicism,5,-1.0,-0.4166666666666667,0.5833333333333334,-0.3333333333333333,train,0.6666666666666667
COR-016,roman-catholicism,6,0.5833333333333334,0.6666666666666666,0.0833333333333333,1.0,train,0.41666666666666663
COR-017,roman-catholicism,6,1.0,1.0,0.0,0.9166666666666666,holdout,-0.08333333333333337
COR-018,roman-catholicism,6,0.5833333333333334,1.0,0.4166666666666667,1.0,train,0.41666666666666663
COR-019,roman-catholicism,4,-1.0,1.0,2.0,0.6666666666666666,holdout,1.6666666666666665
COR-020,roman-catholicism,6,-1.0,0.6666666666666666,1.6666666666666667,0.9166666666666666,holdout,1.9166666666666665
COR-021,roman-catholicism,6,0.0,1.0,1.0,1.0,holdout,1.0
COR-022,roman-catholicism,1,-1.0,-0.6666666666666666,0.3333333333333333,-0.6666666666666666,holdout,0.33333333333333337
COR-023,roman-catholicism,4,-1.0,0.0833333333333333,1.0833333333333333,0.25,train,1.25
COR-024,roman-catholicism,6,-1.0,1.0,2.0,1.0,train,2.0
COR-025,roman-catholicism,4,-1.0,0.25,1.25,0.3333333333333333,train,1.3333333333333333
COR-026,roman-catholicism,5,-1.0,1.0,2.0,1.0,train,2.0
COR-027,roman-catholicism,2,-1.0,-0.75,0.25,-1.0,holdout,0.0
COR-028,roman-catholicism,3,-0.1666666666666666,0.3333333333333333,0.5,0.6666666666666666,holdout,0.8333333333333333
COR-029,roman-catholicism,6,-1.0,1.0,2.0,1.0,holdout,2.0
COR-030,roman-catholicism,6,-1.0,1.0,2.0,1.0,train,2.0
COR-031,roman-catholicism,6,-1.0,1.0,2.0,1.0,holdout,2.0
COR-032,roman-catholicism,4,-1.0,0.5,1.5,1.0,holdout,2.0
COR-033,roman-catholicism,6,-1.0,1.0,2.0,1.0,train,2.0
COR-034,roman-catholicism,6,-1.0,1.0,2.0,1.0,train,2.0
COR-035,roman-catholicism,5,-1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,train,1.6666666666666665
COR-036,roman-catholicism,1,-1.0,-0.5,0.5,-0.5,holdout,0.5
COR-037,roman-catholicism,6,-1.0,1.0,2.0,0.9166666666666666,holdout,1.9166666666666665
COR-038,roman-catholicism,6,-1.0,0.6666666666666666,1.6666666666666667,1.0,train,2.0
COR-039,roman-catholicism,6,0.5,1.0,0.5,1.0,holdout,0.5
COR-040,roman-catholicism,6,-0.0833333333333333,1.0,1.0833333333333333,0.9166666666666666,holdout,0.9999999999999999
COR-041,roman-catholicism,6,0.0,0.5833333333333334,0.5833333333333334,0.8333333333333334,train,0.8333333333333334
COR-042,roman-catholicism,4,-1.0,0.5,1.5,0.6666666666666666,train,1.6666666666666665
COR-043,roman-catholicism,6,-1.0,0.9166666666666666,1.9166666666666667,0.8333333333333334,train,1.8333333333333335
COR-044,roman-catholicism,4,-0.5833333333333334,0.6666666666666666,1.25,0.6666666666666666,train,1.25
COR-045,roman-catholicism,6,-0.0833333333333333,1.0,1.0833333333333333,1.0,train,1.0833333333333333
COR-046,roman-catholicism,6,-0.1666666666666666,0.6666666666666666,0.8333333333333334,0.5833333333333334,holdout,0.75
COR-047,roman-catholicism,6,-0.3333333333333333,0.25,0.5833333333333334,0.3333333333333333,holdout,0.6666666666666666
COR-048,roman-catholicism,5,-1.0,0.8333333333333334,1.8333333333333333,1.0,train,2.0
COR-049,roman-catholicism,4,-1.0,-0.0833333333333333,0.9166666666666666,1.0,train,2.0
COR-050,roman-catholicism,6,0.5833333333333334,1.0,0.4166666666666667,1.0,train,0.41666666666666663
COR-051,roman-catholicism,5,-0.5833333333333334,1.0,1.5833333333333333,1.0,train,1.5833333333333335
COR-052,roman-catholicism,6,-1.0,1.0,2.0,1.0,train,2.0
COR-053,roman-catholicism,6,-0.6666666666666666,0.5833333333333334,1.25,0.6666666666666666,holdout,1.3333333333333333
COR-054,roman-catholicism,6,0.3333333333333333,1.0,0.6666666666666666,1.0,holdout,0.6666666666666667
COR-055,roman-catholicism,4,-0.9166666666666666,-0.3333333333333333,0.5833333333333334,0.0,holdout,0.9166666666666666
COR-056,roman-catholicism,6,-1.0,0.9166666666666666,1.9166666666666667,0.8333333333333334,train,1.8333333333333335
COR-057,roman-catholicism,6,-0.6666666666666666,1.0,1.6666666666666667,1.0,holdout,1.6666666666666665
COR-058,roman-catholicism,6,1.0,1.0,0.0,1.0,holdout,0.0
COR-059,roman-catholicism,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,holdout,0.6666666666666667
COR-060,roman-catholicism,6,-0.0833333333333333,0.6666666666666666,0.75,1.0,train,1.0833333333333333
COR-061,roman-catholicism,6,1.0,1.0,0.0,1.0,holdout,0.0
COR-062,roman-catholicism,2,-0.75,-0.3333333333333333,0.4166666666666667,-0.25,train,0.5
COR-063,roman-catholicism,5,-1.0,0.6666666666666666,1.6666666666666667,0.75,train,1.75
COR-064,roman-catholicism,4,-1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,holdout,1.3333333333333333
COR-065,roman-catholicism,4,0.4166666666666667,0.75,0.3333333333333333,0.8333333333333334,train,0.4166666666666667
COR-066,roman-catholicism,4,-0.3333333333333333,0.5,0.8333333333333334,0.08333333333333333,train,0.41666666666666663
COR-067,roman-catholicism,6,-1.0,0.3333333333333333,1.3333333333333333,0.8333333333333334,train,1.8333333333333335
COR-068,roman-catholicism,6,-0.25,0.5,0.75,0.5,holdout,0.75
COR-069,roman-catholicism,6,-0.3333333333333333,1.0,1.3333333333333333,1.0,train,1.3333333333333333
COR-070,roman-catholicism,6,-0.25,1.0,1.25,1.0,holdout,1.25
COR-071,roman-catholicism,4,-0.5833333333333334,0.25,0.8333333333333334,0.75,train,1.3333333333333335
COR-072,roman-catholicism,5,-1.0,-0.3333333333333333,0.6666666666666666,0.25,holdout,1.25
COR-073,roman-catholicism,6,-0.6666666666666666,0.8333333333333334,1.5,0.9166666666666666,train,1.5833333333333333
COR-074,roman-catholicism,5,0.0833333333333333,1.0,0.9166666666666666,0.9166666666666666,train,0.8333333333333334
COR-075,roman-catholicism,1,-0.6666666666666666,0.0,0.6666666666666666,-0.3333333333333333,holdout,0.3333333333333333
COR-076,roman-catholicism,6,-1.0,0.8333333333333334,1.8333333333333333,0.9166666666666666,train,1.9166666666666665
JLS-001,sunni-islam,6,0.0833333333333333,0.3333333333333333,0.25,0.8333333333333334,holdout,0.7500000000000001
JLS-002,sunni-islam,6,-1.0,0.9166666666666666,1.9166666666666667,0.9166666666666666,train,1.9166666666666665
JLS-003,sunni-islam,6,0.6666666666666666,1.0,0.3333333333333333,1.0,train,0.33333333333333337
JLS-004,sunni-islam,6,0.0,-0.6666666666666666,-0.6666666666666666,-1.0,holdout,-1.0
JLS-005,sunni-islam,5,-0.6666666666666666,0.0,0.6666666666666666,0.0,train,0.6666666666666666
JLS-006,sunni-islam,2,-1.0,-1.0,0.0,-1.0,train,0.0
JLS-007,sunni-islam,6,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,train,0.6666666666666666
JLS-008,sunni-islam,6,0.1666666666666666,0.1666666666666666,0.0,0.9166666666666666,holdout,0.75
JLS-009,sunni-islam,6,0.0833333333333333,0.0833333333333333,0.0,0.16666666666666666,holdout,0.08333333333333336
JLS-010,sunni-islam,6,-0.0833333333333333,1.0,1.0833333333333333,1.0,train,1.0833333333333333
JLS-011,sunni-islam,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,train,0.6666666666666667
JLS-012,sunni-islam,5,0.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,holdout,0.6666666666666666
JLS-013,sunni-islam,6,0.4166666666666667,1.0,0.5833333333333334,1.0,holdout,0.5833333333333333
JLS-014,sunni-islam,4,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,holdout,0.6666666666666666
JLS-015,sunni-islam,6,-0.4166666666666667,0.6666666666666666,1.0833333333333333,1.0,train,1.4166666666666667
JLS-016,sunni-islam,2,-1.0,-0.6666666666666666,0.3333333333333333,-1.0,holdout,0.0
JLS-017,sunni-islam,5,-0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,holdout,1.3333333333333333
JLS-018,sunni-islam,5,-1.0,0.25,1.25,0.08333333333333333,holdout,1.0833333333333333
JLS-019,sunni-islam,6,-0.25,1.0,1.25,1.0,holdout,1.25
JLS-020,sunni-islam,4,-0.8333333333333334,0.3333333333333333,1.1666666666666667,-0.5,holdout,0.33333333333333337
JLS-021,sunni-islam,6,-0.8333333333333334,1.0,1.8333333333333333,0.75,train,1.5833333333333335
JLS-022,sunni-islam,6,0.3333333333333333,0.0833333333333333,-0.25,0.5,train,0.16666666666666669
JLS-023,sunni-islam,4,-1.0,0.9166666666666666,1.9166666666666667,0.4166666666666667,holdout,1.4166666666666667
JLS-024,sunni-islam,3,-1.0,0.3333333333333333,1.3333333333333333,0.08333333333333333,train,1.0833333333333333
JLS-025,sunni-islam,6,-0.3333333333333333,1.0,1.3333333333333333,1.0,holdout,1.3333333333333333
JLS-026,sunni-islam,4,-1.0,-0.3333333333333333,0.6666666666666666,0.0,train,1.0
JLS-027,sunni-islam,4,0.3333333333333333,1.0,0.6666666666666666,0.9166666666666666,train,0.5833333333333333
JLS-028,sunni-islam,5,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,train,0.0
JLS-029,sunni-islam,5,0.6666666666666666,1.0,0.3333333333333333,1.0,holdout,0.33333333333333337
JLS-030,sunni-islam,6,-0.1666666666666666,1.0,1.1666666666666667,0.08333333333333333,train,0.24999999999999994
JLS-031,sunni-islam,6,-1.0,0.6666666666666666,1.6666666666666667,1.0,train,2.0
JLS-032,sunni-islam,6,-0.5,0.3333333333333333,0.8333333333333334,0.9166666666666666,holdout,1.4166666666666665
JLS-033,sunni-islam,6,0.5833333333333334,1.0,0.4166666666666667,1.0,holdout,0.41666666666666663
JLS-034,sunni-islam,6,0.5,0.3333333333333333,-0.1666666666666666,0.5833333333333334,holdout,0.08333333333333337
JLS-035,sunni-islam,6,0.4166666666666667,1.0,0.5833333333333334,1.0,holdout,0.5833333333333333
JLS-036,sunni-islam,5,-1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,train,1.6666666666666665
JLS-037,sunni-islam,4,-1.0,0.3333333333333333,1.3333333333333333,1.0,holdout,2.0
JLS-038,sunni-islam,0,-1.0,-0.9166666666666666,0.0833333333333333,-0.6666666666666666,holdout,0.33333333333333337
